pde,candidate,zeta_obs_u,zeta_pde,clip_threshold,n,rel_l2_a_mean,rel_l2_a_median,rel_l2_a_p90,rel_l2_a_max,rel_l2_u_mean,pde_residual_norm_mean,robust_score,rel_l2_a_mean_id,rel_l2_u_mean_id,pde_residual_norm_mean_id,rel_l2_a_mean_smooth,rel_l2_u_mean_smooth,pde_residual_norm_mean_smooth,rel_l2_a_mean_rough,rel_l2_u_mean_rough,pde_residual_norm_mean_rough,pde_residual_ratio_vs_baseline,solution_error_ratio_vs_baseline,pde_residual_ratio_vs_baseline_id,solution_error_ratio_vs_baseline_id,pde_residual_ratio_vs_baseline_smooth,solution_error_ratio_vs_baseline_smooth,pde_residual_ratio_vs_baseline_rough,solution_error_ratio_vs_baseline_rough,passes_guardrails,relative_robust_improvement_vs_baseline
poisson,obs_16x,5760000000.0,0.3,50.0,12,0.5800444558262825,0.5993688702583313,0.6941767513751984,0.7056489586830139,0.09142936952412128,0.0424678980683287,0.6394050450623036,0.46330317854881287,0.06967311352491379,0.03885127604007721,0.5958993509411812,0.08139154314994812,0.041927347891032696,0.6809308379888535,0.12322345189750195,0.04662507027387619,1.0945623583656197,0.3428000208244462,1.0177439102103065,0.3323021449988331,1.031152055734023,0.28678763563848403,1.2412723470444917,0.40181372237945034,True,0.3451748225642867
